time,USDINR,Dollar Index,LME Copper,Comex Copper,US 30 Y,US 10 Y,US 03 Y,US 02 Y,Comex Silver,Comex Gold,US Oil,MCX Zinc,MCX Aluminium,MCX Copper,LME Zinc,LME Aluminium
23-06-2020,75.643,96.646,5907.4,2.6585,1.494,0.715,0.218,0.19,17.9036,1767.72,39.985,161.45,134.5,448.65,2038.3,1591.5
24-06-2020,75.64,97.148,5890.4,2.6505,1.43,0.677,0.213,0.19,17.472,1761.718,38.035,161.5,135.6,452.1,2030.9,1575.8
25-06-2020,75.528,97.429,5937.6,2.663,1.434,0.686,0.208,0.188,17.7856,1763.692,39.065,164.85,135.5,455.45,2049.5,1575.3
26-06-2020,75.608,97.433,5936.9,2.659,1.371,0.643,0.186,0.168,17.7495,1771.478,38.165,164.55,136.95,457.65,2037.8,1600.1
29-06-2020,75.498,97.536,5964.3,2.6925,1.375,0.627,0.171,0.152,17.8296,1772.65,39.625,165.4,137.5,458.95,2056.6,1612.8
30-06-2020,75.538,97.391,6035.9,2.7285,1.413,0.658,0.176,0.154,18.194,1780.872,39.825,163.5,137.95,464.7,2040.4,1620
01-07-2020,75.438,97.196,6054.4,2.734,1.424,0.677,0.192,0.164,17.9848,1770.477,39.745,164.25,138.25,465.4,2046.5,1622
02-07-2020,74.738,97.317,6086,2.7485,1.4219,0.6627,0.1754,0.1487,17.9245,1775.74,40.355,162.6,137.3,464.6,2042.3,1624.6
03-07-2020,74.632,97.317,6026.5,2.7485,1.4206,0.6594,0.1754,0.1487,17.9245,1775.086,40.355,162.05,136.6,459.1,2035.1,1612.9
06-07-2020,74.628,96.725,6136.8,2.7745,1.441,0.679,0.189,0.159,18.2545,1784.366,40.58,164.1,137.9,469.75,2053.6,1634.1
07-07-2020,74.803,96.881,6187.3,2.797,1.377,0.643,0.183,0.161,18.246,1795.25,40.445,164.7,137.85,475.15,2066,1634.4
08-07-2020,74.938,96.428,6246.6,2.824,1.402,0.668,0.188,0.163,18.709,1809.006,40.865,167.95,139.4,479.7,2128.5,1663.3
09-07-2020,75.138,96.7,6287.6,2.8385,1.315,0.615,0.18,0.153,18.6485,1803.382,39.565,168.1,138.55,484.2,2145.8,1657
10-07-2020,75.188,96.652,6421.1,2.8975,1.337,0.645,0.188,0.157,18.7015,1798.446,40.58,171.8,139.65,494.15,2191.1,1685.6
13-07-2020,75.185,96.464,6558.4,2.955,1.31,0.62,0.182,0.155,19.0406,1802.342,39.59,177.1,139.8,504.4,2251.4,1689.6
14-07-2020,75.375,96.259,6503.3,2.9325,1.313,0.625,0.188,0.159,19.2105,1809.406,40.525,172.7,138.8,502.25,2194.3,1683
15-07-2020,75.118,96.081,6398.6,2.885,1.333,0.633,0.183,0.157,19.4148,1810.36,40.98,173.95,138.1,496.8,2203.5,1681
16-07-2020,75.168,96.346,6429.9,2.9015,1.312,0.62,0.175,0.147,19.1426,1797.436,40.7,176,137.35,499.85,2218.5,1668
17-07-2020,74.882,95.942,6437.4,2.9045,1.329,0.628,0.177,0.143,19.3245,1810.046,40.575,173.4,136.75,500.3,2183.1,1663.9
20-07-2020,74.738,95.832,6460,2.9155,1.313,0.612,0.178,0.149,19.9,1817.312,40.775,175.05,136.4,502.5,2197.5,1664
21-07-2020,74.528,95.117,6556.9,2.958,1.31,0.605,0.167,0.143,21.2995,1841.673,41.535,176.4,137.75,508.95,2244.3,1697.3
22-07-2020,74.598,94.988,6487.5,2.9245,1.297,0.602,0.175,0.153,23.0025,1871.828,41.935,172.75,136.5,507.35,2212,1690.8
23-07-2020,74.808,94.692,6520.6,2.9385,1.231,0.577,0.175,0.153,22.605,1887.534,41.045,176.4,137.8,512.6,2243,1704.4
24-07-2020,74.748,94.435,6414.8,2.8925,1.23,0.59,0.17,0.149,22.76,1901.637,41.24,174.1,137.35,508.8,2214,1699.3
27-07-2020,74.788,93.668,6431.3,2.8975,1.261,0.618,0.181,0.153,24.5296,1942.076,41.675,177.1,140.3,504.9,2233.5,1709.5
28-07-2020,74.905,93.696,6469.8,2.9175,1.22,0.581,0.165,0.143,24.371,1958.672,41.11,179.4,141.2,508.45,2264,1726.3
29-07-2020,74.921,93.453,6476.9,2.919,1.238,0.576,0.151,0.133,24.294,1970.91,41.305,182.8,141.75,509.65,2302.6,1728.5
30-07-2020,74.873,93.021,6462.3,2.914,1.209,0.546,0.133,0.121,23.499,1956.059,40.335,182.4,141.5,507.5,2296.5,1724.8
31-07-2020,74.914,93.349,6385.3,2.868,1.197,0.533,0.117,0.109,24.3405,1975.962,40.44,184,140.9,500.75,2312.5,1706.3
03-08-2020,75.178,93.542,6480.8,2.912,1.234,0.559,0.122,0.113,24.3226,1976.742,40.765,184.5,144.4,510.1,2308,1744.3
04-08-2020,75.058,93.382,6449.6,2.8945,1.188,0.51,0.114,0.109,26.0425,2019.413,41.475,185.6,146.05,507.5,2324.3,1767.8
05-08-2020,74.796,92.868,6492.3,2.917,1.224,0.551,0.13,0.119,26.9538,2038.154,42.15,189.4,145.7,511.75,2380.5,1761.8
06-08-2020,74.89,92.788,6490.1,2.9105,1.199,0.538,0.13,0.119,28.9006,2063.31,41.935,191.25,146.9,515.95,2404.8,1776
07-08-2020,74.97,93.435,6236.4,2.7925,1.234,0.566,0.144,0.129,28.27,2035.23,41.53,189.3,145.05,502.05,2392.3,1760.5
10-08-2020,74.91,93.582,6382,2.8615,1.254,0.579,0.144,0.131,28.7455,2027.745,41.94,189.5,146.85,511.25,2383.5,1779
11-08-2020,74.6,93.628,6408.3,2.8755,1.33,0.642,0.171,0.153,24.801,1912.075,41.63,190.6,146.4,511.2,2416.8,1785.3
12-08-2020,74.727,93.443,6433.1,2.891,1.375,0.676,0.193,0.161,25.478,1916.642,42.525,189,145.95,514.3,2394.5,1786.8
13-08-2020,74.806,93.335,6272,2.807,1.428,0.722,0.203,0.167,27.4906,1953.57,42.33,187.35,144.15,503.6,2366,1760.5
14-08-2020,74.853,93.096,6374.8,2.859,1.446,0.709,0.185,0.149,26.4135,1944.714,42.2,187.3,143,509.75,2371.6,1743.3
17-08-2020,74.746,92.851,6457.3,2.9015,1.435,0.69,0.185,0.153,27.3265,1985.223,42.78,192.2,144,515.05,2445.5,1759.5
18-08-2020,74.623,92.271,6597.5,2.975,1.399,0.67,0.17,0.145,27.686,2001.934,42.517,193.9,145.65,525.3,2464.8,1775.8
19-08-2020,74.846,92.887,6694.8,3.023,1.422,0.683,0.172,0.145,26.6567,1929.572,42.895,197.55,146.7,533.75,2498.8,1791.3
20-08-2020,75.012,92.793,6606.3,2.9745,1.384,0.651,0.167,0.143,27.2498,1946.966,42.726,197.15,146.35,529.05,2483.3,1786.8
21-08-2020,74.92,93.247,6483,2.9175,1.344,0.631,0.164,0.147,26.7295,1940.498,42.272,193.55,144.6,518.8,2452.8,1764.8
24-08-2020,74.169,93.298,6514,2.9265,1.358,0.656,0.178,0.155,26.5996,1929.08,42.385,192.55,143.55,521.1,2457,1772
25-08-2020,74.201,93.019,6533.3,2.934,1.395,0.687,0.183,0.153,26.523,1928.2,43.367,195.15,144.95,516,2482.3,1779
26-08-2020,74.219,93.006,6594.3,2.9615,1.416,0.69,0.178,0.152,27.4598,1954.034,43.443,194.45,145.35,521,2474,1778.8
27-08-2020,73.895,93.001,6609.3,2.9675,1.512,0.754,0.194,0.16,26.3965,1929.271,42.956,194.95,145.65,520.95,2490.5,1777.8
28-08-2020,73.116,92.371,6669.5,3.0195,1.504,0.724,0.149,0.133,27.482,1965.026,42.926,194.8,145.9,521.5,2505.8,1800.8
31-08-2020,73.254,92.144,6669.5,3.0615,1.477,0.706,0.152,0.133,28.116,1967.646,42.791,196.05,146.15,527.3,2505.8,1800.8
01-09-2020,73.002,92.338,6692.5,3.0285,1.421,0.671,0.149,0.133,28.1056,1970.486,43.005,197.9,146.95,521.45,2547.3,1817.8
02-09-2020,73.269,92.847,6683.5,3.0205,1.379,0.651,0.152,0.135,27.429,1942.888,41.565,196.55,145.6,522.35,2529.3,1789.8
03-09-2020,73.4,92.739,6588.3,2.975,1.364,0.638,0.149,0.127,26.5795,1930.673,41.259,193.75,144.8,515.05,2495.5,1778.5
04-09-2020,73.289,92.719,6771.5,3.062,1.474,0.721,0.178,0.147,26.8955,1934.024,39.424,194.2,145.45,526.65,2503,1788.5
07-09-2020,73.436,92.719,6791.8,3.062,1.4813,0.7246,0.1677,0.1408,26.8955,1928.448,39.424,195.25,146.35,529.5,2502.5,1795
08-09-2020,73.74,93.445,6696.8,3.025,1.423,0.68,0.168,0.143,26.615,1931.694,36.763,189.15,146.2,523.7,2419,1793.8
09-09-2020,73.3,93.255,6754.8,3.0515,1.46,0.702,0.175,0.147,26.9656,1946.534,37.772,188.45,144.95,525.6,2424,1786.5
10-09-2020,73.56,93.336,6643,2.9985,1.419,0.677,0.164,0.139,26.846,1946.27,36.997,187.4,144.85,518.9,2402.3,1787
11-09-2020,73.47,93.333,6728.4,3.0395,1.413,0.669,0.154,0.129,26.7165,1940.456,37.296,192.15,144.75,524.1,2475.3,1776.3
14-09-2020,73.39,93.052,6787.5,3.068,1.413,0.674,0.162,0.137,27.12,1956.442,37.299,192.25,146.15,529.2,2478.5,1800.8
15-09-2020,73.6,93.05,6769.3,3.063,1.434,0.682,0.164,0.141,27.1258,1954.198,38.395,194.3,145.55,529.35,2503.5,1795.3
16-09-2020,73.48,93.214,6774,3.061,1.459,0.7,0.167,0.141,27.134,1959.59,40.149,195.35,144.95,529.25,2526.8,1791.3
17-09-2020,73.6,92.97,6788.5,3.071,1.439,0.69,0.162,0.137,27.048,1944.276,40.94,195.3,144.25,531.55,2511.6,1782.3
18-09-2020,73.538,92.926,6872.6,3.116,1.453,0.695,0.164,0.143,26.763,1950.506,40.876,197.85,144.45,536.85,2547.1,1793.3
21-09-2020,73.57,93.656,6692,3.032,1.417,0.669,0.157,0.139,24.71,1912.674,39.773,192.65,143.45,524.95,2468.5,1779.3
22-09-2020,73.51,93.988,6749,3.061,1.426,0.676,0.157,0.137,24.3706,1900.038,39.737,193.95,144.25,531.35,2466.3,1777.8
23-09-2020,73.57,94.389,6617.4,2.993,1.417,0.676,0.162,0.143,22.7615,1863.45,39.585,194.25,147,528.05,2414.3,1757.5
24-09-2020,73.897,94.354,6554.9,2.968,1.41,0.669,0.159,0.137,23.1285,1867.818,40.139,189.7,142.6,517.65,2394.5,1747.8
25-09-2020,73.707,94.642,6552.5,2.971,1.403,0.658,0.151,0.131,22.8775,1861.62,40.091,187.7,143.5,516.65,2377.6,1758.3
28-09-2020,73.76,94.278,6587.5,2.99,1.417,0.654,0.146,0.129,23.647,1881.414,40.521,192.45,145.3,520.5,2434,1782.5
29-09-2020,73.778,93.891,6593.8,2.99,1.417,0.651,0.149,0.127,24.1795,1897.205,39.125,192.3,144.8,520.5,2423,1777.5
30-09-2020,73.54,93.886,6682.5,3.0325,1.455,0.684,0.157,0.131,23.2405,1885.5,39.918,190.8,143.8,525.2,2403,1767.5
01-10-2020,73.192,93.711,6341.3,2.8655,1.457,0.681,0.159,0.129,23.7546,1906.12,38.557,183.95,142.35,497.5,2326.4,1737
02-10-2020,73.346,93.844,6566,2.9775,1.493,0.705,0.168,0.133,23.6965,1899.168,37.008,183.95,142.35,497.5,2318.6,1763.5
05-10-2020,73.08,93.513,6534.9,2.963,1.593,0.783,0.189,0.149,24.347,1913.445,39.347,186.05,144.8,509.8,2329.9,1778.8
06-10-2020,73.399,93.686,6530.9,2.9635,1.539,0.739,0.184,0.147,23.0525,1878.177,39.774,189.8,144.8,512.65,2360.5,1771.3
07-10-2020,73.345,93.63,6674.4,3.033,1.591,0.79,0.201,0.153,23.7948,1887.592,40.012,190.55,145.95,522.05,2369,1784
08-10-2020,73.325,93.605,6682,3.042,1.589,0.787,0.198,0.149,23.822,1893.608,41.351,191.7,147.35,523.65,2380,1804.5
09-10-2020,73.01,93.057,6769.8,3.0825,1.575,0.779,0.201,0.157,25.1158,1930.521,40.546,195.2,150.45,528.1,2426.8,1849.8
12-10-2020,73.358,93.065,6738.9,3.064,1.575,0.779,0.201,0.157,25.09,1922.702,39.5,198.25,152.25,527.9,2449.5,1855.3
13-10-2020,73.454,93.531,6694.6,3.0445,1.513,0.729,0.177,0.141,24.126,1891.204,40.167,194.9,152.5,524.1,2413.8,1854.5
14-10-2020,73.24,93.382,6716.4,3.0505,1.509,0.727,0.177,0.141,24.2496,1901.679,41.132,191.6,150.4,525.05,2422.8,1849.8
15-10-2020,73.42,93.856,6778.1,3.0855,1.517,0.737,0.18,0.143,24.2895,1908.256,40.843,194.15,150.4,530.7,2443.4,1853.8
16-10-2020,73.43,93.682,6737.3,3.0675,1.531,0.746,0.185,0.147,24.1325,1899.33,40.74,193.65,151.15,527.6,2431.3,1865.8
19-10-2020,73.35,93.427,6768.4,3.086,1.562,0.771,0.193,0.147,24.3697,1904.4,40.695,196.45,150.8,530.45,2484,1844
20-10-2020,73.44,93.067,6895.1,3.148,1.593,0.786,0.191,0.147,24.651,1907.169,41.133,200.45,151.55,531.8,2537.1,1836.3
21-10-2020,73.65,92.611,7002,3.1985,1.639,0.824,0.199,0.149,25.0425,1924.456,39.978,205.05,151.8,538.55,2567.3,1846.8
22-10-2020,73.66,92.951,6912,3.1535,1.681,0.861,0.209,0.157,24.7116,1904.014,40.583,205.05,152.05,529.35,2569.5,1847.8
23-10-2020,73.87,92.768,6861.1,3.129,1.643,0.843,0.202,0.155,24.5975,1902.04,39.715,207.45,153.35,545.1,2546.6,1842.3
26-10-2020,73.917,93.045,6768,3.0895,1.594,0.804,0.194,0.153,24.2467,1902.272,38.575,200.85,151,528.75,2539,1822.5
27-10-2020,73.82,92.94,6801,3.0935,1.554,0.771,0.186,0.149,24.3776,1907.78,38.955,201.35,150.2,529.8,2546.5,1820.8
28-10-2020,74.17,93.405,6743.4,3.064,1.558,0.774,0.183,0.15,23.348,1877.246,37.35,201.35,150.15,528.35,2538.5,1811.3
29-10-2020,74.39,93.955,6735.5,3.0565,1.605,0.825,0.191,0.152,23.253,1867.959,36.05,202.55,150.05,528.7,2541.8,1805
30-10-2020,74.54,94.038,6713.9,3.0475,1.663,0.875,0.199,0.156,23.6415,1878.952,35.72,201.8,152.95,526.4,2521.5,1848.8
02-11-2020,74.507,94.129,6777.4,3.077,1.618,0.848,0.197,0.158,24.0668,1895.774,37.065,202.8,154.15,527.55,2543,1871.8
03-11-2020,74.601,93.553,6791.4,3.0925,1.682,0.899,0.213,0.172,24.219,1909.81,38.12,204.35,156.25,530.5,2555.3,1899
04-11-2020,74.19,93.407,6827.9,3.107,1.544,0.766,0.186,0.147,23.8865,1903.015,39.12,205.45,156.05,528.95,2587.8,1905.6
05-11-2020,73.926,92.525,6847.5,3.11,1.528,0.766,0.189,0.147,25.3148,1949.632,38.5,206.1,154.95,527.95,2599.9,1887.9
06-11-2020,73.97,92.229,6940.5,3.154,1.603,0.822,0.203,0.155,25.6165,1951.193,37.38,208.25,155.5,533.5,2630,1900.1
09-11-2020,73.95,92.725,6948.6,3.156,1.715,0.925,0.237,0.177,24.0728,1861.914,39.815,209.85,155.45,534.8,2652,1900.5
10-11-2020,74.28,92.749,6952.9,3.1555,1.74,0.96,0.255,0.185,24.2088,1877.281,41.78,210.6,156.6,536.05,2652.3,1912.9
11-11-2020,74.482,93.043,6908.4,3.134,1.745,0.961,0.253,0.185,24.248,1865.42,41.395,209.5,157.55,533.95,2631.8,1916.3
12-11-2020,74.63,92.963,6928.5,3.145,1.64,0.883,0.229,0.179,24.2715,1876.974,40.91,209.9,158.35,535.9,2628.9,1926
13-11-2020,74.563,92.755,7000.4,3.178,1.649,0.9,0.237,0.181,24.633,1889.565,40.115,211.2,159.1,540.85,2646.1,1935.3
16-11-2020,74.37,92.642,7098.9,3.222,1.666,0.911,0.234,0.179,24.7298,1888.839,41.445,213.5,160.2,546.8,2672.3,1951
17-11-2020,74.47,92.416,7056.3,3.198,1.609,0.859,0.221,0.173,24.4875,1880.388,41.36,215.95,162.3,543.35,2696.6,1975.5
18-11-2020,74.11,92.316,7067.9,3.198,1.603,0.872,0.229,0.177,24.3295,1872.464,41.59,220.35,163.6,542.35,2729.9,1992.5
19-11-2020,74.1,92.294,7085,3.202,1.547,0.834,0.218,0.165,24.0295,1866.12,41.72,221.85,164.3,544.45,2756.8,1987.3
20-11-2020,74.116,92.392,7273.8,3.291,1.52,0.823,0.211,0.161,24.1525,1870.987,42.42,225.3,164.75,558.8,2798.6,1988.8
23-11-2020,74.25,92.505,7204,3.258,1.556,0.855,0.216,0.163,23.575,1837.828,42.83,216.65,162.35,556.45,2733.3,1972.3
24-11-2020,74.083,92.226,7298,3.2995,1.607,0.882,0.218,0.164,23.2338,1807.459,44.785,218.1,163.3,561.7,2752.9,1988.3
25-11-2020,73.768,91.994,7316,3.3095,1.628,0.883,0.208,0.162,23.3335,1807.846,45.845,216.95,162.25,561.15,2749.3,1969.8
26-11-2020,73.827,91.994,7423.4,3.3095,1.605882,0.855328,0.202433,0.156311,23.3335,1810.474,45.845,217.6,162.95,569.85,2753.5,1978.5
27-11-2020,73.92,91.79,7519,3.4175,1.574,0.842,0.197,0.154,22.6785,1786.92,45.54,221.65,164.6,578.05,2801.6,1998.3
30-11-2020,73.99,91.869,7561,3.438,1.567,0.842,0.189,0.15,22.62,1776.881,45.045,220.2,167.05,582.3,2782,2039.8
01-12-2020,73.68,91.313,7667.5,3.485,1.67,0.929,0.218,0.168,23.9965,1815.137,44.38,216.05,167.2,587,2774.4,2059.3
02-12-2020,73.8,91.118,7674.8,3.489,1.688,0.939,0.215,0.16,24.0895,1830.705,44.93,214.5,166.85,589.5,2759.5,2053.8
03-12-2020,73.809,90.714,7676.5,3.4905,1.656,0.91,0.202,0.153,24.0505,1840.936,45.62,214.55,164.85,590.7,2755.3,2019.5
04-12-2020,73.758,90.701,7753.4,3.5245,1.734,0.968,0.215,0.153,24.1825,1838.79,46.11,214.4,166.3,596.6,2753.8,2043
07-12-2020,73.74,90.792,7739,3.5165,1.682,0.924,0.199,0.145,24.451,1862.424,45.615,218.05,165.2,594.55,2801.1,2021.8
08-12-2020,73.68,90.965,7704.8,3.499,1.664,0.921,0.207,0.153,24.5445,1870.434,45.58,217.9,163.2,592,2807.3,1998
09-12-2020,73.712,91.087,7734.1,3.5135,1.686,0.936,0.216,0.151,23.936,1840.086,45.675,221.85,165.25,594.65,2854.8,2039
10-12-2020,73.723,90.824,7870.6,3.576,1.628,0.911,0.198,0.141,23.9855,1836.693,46.95,222.2,166.6,606.2,2863.8,2052.3
11-12-2020,73.75,90.976,7769.6,3.528,1.628,0.898,0.177,0.121,23.9295,1839.303,46.56,216.35,165.15,601.75,2789,2024.5
14-12-2020,73.643,90.711,7772.4,3.5265,1.631,0.896,0.175,0.117,23.82,1827.059,47.005,220,165.85,601.75,2835.4,2046.5
15-12-2020,73.55,90.473,7805,3.5445,1.653,0.911,0.175,0.117,24.479,1853.45,47.575,219.4,164.75,601.25,2824.3,2030.8
16-12-2020,73.64,90.45,7836.4,3.559,1.656,0.918,0.177,0.119,25.2795,1864.552,47.87,219.8,164.95,604.05,2827,2034
17-12-2020,73.52,89.822,7929.9,3.6015,1.681,0.935,0.185,0.125,26.0048,1885.546,48.375,221.9,166.5,610.9,2855.5,2061.3
18-12-2020,73.53,90.016,7997.6,3.6325,1.694,0.948,0.183,0.123,25.7925,1881.479,49.03,222.8,165.75,617,2866.4,2053.6
21-12-2020,74.013,90.043,7880,3.5775,1.674,0.935,0.18,0.123,26.145,1876.848,47.84,221.35,164.05,610.3,2840.4,2027.9
22-12-2020,73.853,90.654,7759.6,3.52,1.651,0.921,0.167,0.119,25.1679,1860.254,46.764,217.45,161.7,598.95,2783.3,1999.1
23-12-2020,73.77,90.413,7839.9,3.556,1.684,0.943,0.172,0.123,25.503,1873.37,48.047,219.75,163.1,601.75,2829.9,2012.9
24-12-2020,73.53,90.323,7844.6,3.5625,1.662,0.926,0.167,0.123,25.7995,1879.555,48.289,221.5,163.85,604.6,2849.5,2024.8
25-12-2020,73.556,90.323,7844.6,3.5625,1.662,0.926,0.167,0.123,25.7995,1879.555,48.289,221.5,163.85,604.6,2849.5,2024.8
28-12-2020,73.5,90.337,7844.6,3.571,1.662,0.926,0.17,0.125,26.2,1873.694,47.674,223.2,163.3,605.95,2849.5,2024.8
29-12-2020,73.39,89.994,7831.9,3.5555,1.678,0.938,0.173,0.129,26.19,1878.349,48.078,216.35,162,602.3,2771,1988.5
30-12-2020,73.119,89.68,7826,3.549,1.657,0.926,0.17,0.125,26.5975,1894.508,48.288,217,162.1,599.95,2777.6,1998.5
31-12-2020,73.036,89.937,7758.5,3.519,1.646,0.918,0.168,0.123,26.335,1898.391,48.181,214.4,160.95,594.7,2747.5,1989.5
01-01-2021,73.12,89.937,7758.5,3.519,1.646,0.918,0.168,0.123,26.335,1898.391,48.181,214.9,161.2,595.2,2747.5,1989.5
04-01-2021,73.07,89.869,7841,3.5545,1.658,0.915,0.162,0.117,27.2018,1942.887,47.335,218.4,163.85,601.4,2789.6,2026
05-01-2021,73.105,89.436,8020.1,3.6395,1.709,0.958,0.173,0.123,27.503,1950.076,49.805,220.9,165.7,616.5,2823.4,2046.9
06-01-2021,73.118,89.53,8048.4,3.6505,1.816,1.039,0.202,0.141,27.2795,1919.062,50.509,224.05,165.1,617.95,2867.3,2034.6
07-01-2021,73.46,89.826,8155.1,3.696,1.858,1.081,0.216,0.141,27.1,1913.589,50.905,226.7,165.5,628.1,2886.1,2028
08-01-2021,73.311,90.098,8111.8,3.6735,1.878,1.117,0.221,0.137,25.404,1849.215,52.605,220.8,164.7,622.5,2816.4,2022
11-01-2021,73.456,90.465,7866.9,3.5645,1.885,1.148,0.227,0.147,24.8818,1843.61,52.162,216.8,164.05,605.3,2755.1,2009.9
12-01-2021,73.232,90.093,7956.8,3.6055,1.874,1.131,0.235,0.149,25.5291,1854.738,53.263,219,164.8,610.95,2780.5,2023.5
13-01-2021,73.14,90.355,7979.9,3.617,1.818,1.087,0.224,0.145,25.176,1845.272,52.842,218.65,164.1,610.8,2777.3,2014.8
14-01-2021,73.065,90.239,8076.9,3.6645,1.875,1.133,0.222,0.143,25.488,1846.258,53.695,217.55,163.6,615.2,2755.5,2009.8
15-01-2021,73.16,90.772,7939.3,3.602,1.835,1.083,0.206,0.137,24.731,1828.586,52.11,213.45,162.2,605.3,2687.5,1986
18-01-2021,73.181,90.772,7970.8,3.602,1.840863,1.091979,0.208946,0.133035,24.731,1837.785,52.11,213.9,161.35,607.15,2679.4,1972
19-01-2021,73.16,90.498,8006.4,3.6335,1.836,1.09,0.199,0.131,25.195,1840.025,52.99,217.15,161.75,610.25,2695,1970.3
20-01-2021,72.91,90.475,8027.9,3.6415,1.832,1.082,0.193,0.129,25.7968,1871.65,52.943,218.5,163.25,611.35,2723.3,1986.3
21-01-2021,72.97,90.131,8042.1,3.6475,1.868,1.107,0.191,0.125,25.851,1869.92,53.004,216.15,164.8,610.25,2711,1997
22-01-2021,72.976,90.238,7996.4,3.626,1.849,1.087,0.188,0.125,25.4685,1855.8,52.063,215,162.55,610.25,2708.8,1997.3
25-01-2021,72.97,90.391,8003.1,3.6295,1.796,1.035,0.175,0.119,25.33,1855.99,52.855,214.25,163.95,610.3,2701.8,2017.8
26-01-2021,72.91,90.17,7988.5,3.6195,1.793,1.036,0.178,0.123,25.4408,1850.78,52.735,214.25,163.95,610.3,2653,2017.5
27-01-2021,73.06,90.647,7853,3.5575,1.776,1.018,0.173,0.121,25.2381,1844.44,52.611,204.8,162.4,598.5,2576.1,1990.8
28-01-2021,72.93,90.455,7882.1,3.578,1.807,1.047,0.183,0.119,26.474,1842.66,52.079,205.2,161.35,600.6,2588,1982
29-01-2021,72.906,90.584,7836.9,3.556,1.831,1.065,0.173,0.113,26.9366,1847.74,52.169,205.9,162.25,596.4,2582,1978.8
01-02-2021,73.11,90.98,7804.1,3.546,1.857,1.084,0.175,0.113,28.9961,1860.77,53.517,205.7,161.3,593.9,2569.9,1966.8
02-02-2021,72.96,91.197,7760.9,3.5245,1.872,1.098,0.178,0.115,26.655,1838.03,55.028,205.65,161.05,590.85,2575.5,1972.8
03-02-2021,72.81,91.171,7844.8,3.5655,1.929,1.139,0.189,0.119,26.87,1834.07,55.918,209.15,161.35,597.4,2625.3,1975.3
04-02-2021,72.965,91.529,7823.1,3.553,1.941,1.143,0.186,0.115,26.333,1793.995,56.449,209.45,162.15,596.55,2630.5,1994.8
05-02-2021,72.81,91.042,7976.6,3.626,1.975,1.165,0.178,0.105,26.8965,1814.2,56.949,212.8,163.85,609.55,2684,2018.5
08-02-2021,72.9,90.934,8060,3.666,1.954,1.17,0.189,0.115,27.256,1830.765,58.075,210.85,164.75,620.15,2650.3,2029
09-02-2021,72.86,90.439,8160.4,3.72,1.949,1.162,0.189,0.117,27.251,1838.77,58.389,215,166.9,629.55,2700.5,2060
10-02-2021,72.79,90.371,8282.8,3.7725,1.91,1.126,0.182,0.109,27,1843.385,58.369,216.9,167.45,637.35,2724,2067
11-02-2021,72.7,90.417,8281.4,3.7715,1.952,1.165,0.188,0.109,26.963,1825.64,57.881,221.85,167.7,636.85,2794.5,2077
12-02-2021,72.58,90.48,8313.9,3.788,2.012,1.212,0.198,0.111,27.314,1824.4,59.609,224.3,168.2,641.15,2831.5,2089
15-02-2021,72.618,90.48,8399.4,3.788,2.032101,1.246706,0.208715,0.116999,27.314,1818.776,59.609,226.5,167.15,644.85,2840,2078.5
16-02-2021,72.92,90.509,8419.5,3.834,2.092,1.317,0.232,0.123,27.2078,1794.436,60.123,228.65,168.45,646.8,2835.8,2084.3
17-02-2021,72.815,90.951,8406.3,3.8205,2.039,1.272,0.206,0.107,27.36,1776.305,61.698,227.55,171.2,644.35,2805.3,2115.3
18-02-2021,72.59,90.592,8579,3.901,2.084,1.296,0.206,0.109,27.015,1775.865,60.254,234.1,172.7,657.4,2870.4,2136.8
19-02-2021,72.55,90.364,8949.9,4.074,2.136,1.34,0.212,0.109,27.2297,1784.185,58.93,234.35,170.05,692.25,2865,2134.8
22-02-2021,72.44,90.01,9115.4,4.141,2.176,1.367,0.228,0.113,28.1207,1809.9,62.171,230.8,173.55,698.7,2898.9,2172
23-02-2021,72.38,90.169,9205.6,4.1785,2.184,1.343,0.217,0.111,27.643,1805.88,61.183,226.5,171,705.85,2844.6,2151
24-02-2021,72.21,90.176,9464.3,4.2945,2.236,1.377,0.238,0.125,27.9146,1805.045,63.44,226.1,173.45,723.85,2865.1,2194.5
25-02-2021,72.741,90.134,9364.9,4.2635,2.278,1.525,0.358,0.178,27.3927,1770.55,63.452,225.7,175.85,720.35,2881.5,2234.5
26-02-2021,73.917,90.879,9016,4.0925,2.157,1.408,0.281,0.129,26.641,1734.375,61.53,219.55,173.5,702.95,2782.4,2157.5
01-03-2021,73.395,91.039,9042,4.113,2.194,1.42,0.252,0.121,26.55,1724.94,60.203,218.8,170,698.05,2792.4,2123.3
02-03-2021,73.25,90.785,9278.5,4.222,2.197,1.395,0.247,0.123,26.743,1738.348,59.444,223.7,176.85,716.75,2852,2224.9
03-03-2021,72.91,90.947,9111.8,4.142,2.278,1.482,0.293,0.143,26.0731,1710.915,61.034,217.3,176.3,702.3,2783.3,2201.5
04-03-2021,73.16,91.631,8768.5,3.9785,2.322,1.568,0.311,0.149,25.315,1697.635,63.997,214.9,171.8,672.85,2731,2139
05-03-2021,73.14,91.977,8974,4.0755,2.304,1.57,0.309,0.141,25.2375,1703.12,66.263,218.1,176.75,691.05,2768.3,2179.8
08-03-2021,73.32,92.313,9020.8,4.093,2.304,1.594,0.309,0.167,25.105,1683.494,64.653,219.35,174.6,696.05,2791.4,2172.6
